Product_Collection,Vertical_Segment,Processor_Number,Status,Launch_Date,Lithography,Recommended_Customer_Price,nb_of_Cores,nb_of_Threads,Processor_Base_Frequency,Max_Turbo_Frequency,Cache,Bus_Speed,TDP,Embedded_Options_Available,Conflict_Free,Max_Memory_Size,Memory_Types,Max_nb_of_Memory_Channels,Max_Memory_Bandwidth,ECC_Memory_Supported,Processor_Graphics_,Graphics_Base_Frequency,Graphics_Max_Dynamic_Frequency,Graphics_Video_Max_Memory,Graphics_Output,Support_4k,Max_Resolution_HDMI,Max_Resolution_DP,Max_Resolution_eDP_Integrated_Flat_Panel,DirectX_Support,OpenGL_Support,PCI_Express_Revision,PCI_Express_Configurations_,Max_nb_of_PCI_Express_Lanes,T,Intel_Hyper_Threading_Technology_,Intel_Virtualization_Technology_VTx_,Intel_64_,Instruction_Set,Instruction_Set_Extensions,Idle_States,Thermal_Monitoring_Technologies,Secure_Key,Execute_Disable_Bit,Geekbench_Single,Geekbench_Multi
5th Generation Intel® Core™ M Processors,Mobile,5Y10a,Launched,16252.0,14.0,,2.0,4.0,0.8,2.0,4 MB,,4.5,No,Yes,16 GB,LPDDR3 1333/1600; DDR3L/DDR3L-RS 1600,2,25.6 GB/s,No,,100 MHz,800 MHz,16 GB,eDP/DP/HDMI,,2560x1600@60Hz,2560x1600@60Hz,,11.2/12,,2,"x1 (6), x2 (4), x4 (3)",12,95 C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,351.2,704.0
5th Generation Intel® Core™ i5 Processors,Mobile,i5-5200U,Launched,16436.0,14.0,281.0,2.0,4.0,2.2,2.7,3 MB,5 GT/s DMI2,15.0,No,Yes,16 GB,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6 GB/s,,,300 MHz,900 MHz,16 GB,eDP/DP/HDMI,,2560X1600@60Hz,3840x2160@60Hz,,11.2/12,,2,"4x1, 2x4",12,105°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,585.8,1324.4
5th Generation Intel® Core™ i5 Processors,Mobile,i5-5250U,Launched,16436.0,14.0,315.0,2.0,4.0,1.6,2.7,3 MB,5 GT/s DMI2,15.0,No,Yes,16 GB,"DDR3L 1333/1600, LPDDR3 1600/1866",2,25.6 GB/s,,,300 MHz,950 MHz,16 GB,eDP/DP/HDMI,,2560X1600@60Hz,3840x2160@60Hz,,11.2/12,,2,"4x1, 2x4",12,105°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,628.6,1323.2
5th Generation Intel® Core™ i5 Processors,Mobile,i5-5257U,Launched,16436.0,14.0,315.0,2.0,4.0,2.7,3.1,3 MB,5 GT/s DMI2,28.0,No,Yes,16 GB,"DDR3L 1333/1600, LPDDR3 1600/1866",2,25.6 GB/s,,,300 MHz,1.05 GHz,16 GB,eDP/DP/HDMI,,2560X1600@60Hz,3840x2160@60Hz,,11.2/12,,2,"4x1, 2x4",12,105°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,734.6,1656.8
5th Generation Intel® Core™ i5 Processors,Mobile,i5-5287U,Launched,16436.0,14.0,315.0,2.0,4.0,2.9,3.3,3 MB,5 GT/s DMI2,28.0,No,Yes,16 GB,"DDR3L 1333/1600, LPDDR3 1600/1866",2,25.6 GB/s,,,300 MHz,1.10 GHz,16 GB,eDP/DP/HDMI,,2560X1600@60Hz,3840x2160@60Hz,,11.2/12,,2,"4x1, 2x4",12,105°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,809.0,1713.6
5th Generation Intel® Core™ i5 Processors,Mobile,i5-5300U,Launched,16436.0,14.0,281.0,2.0,4.0,2.3,2.9,3 MB,5 GT/s DMI2,15.0,No,Yes,16 GB,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6 GB/s,,,300 MHz,900 MHz,16 GB,eDP/DP/HDMI,,2560X1600@60Hz,3840x2160@60Hz,,11.2/12,,2,"4x1, 2x4",12,105°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,621.0,1327.0
5th Generation Intel® Core™ i5 Processors,Mobile,i5-5350U,Launched,16436.0,14.0,315.0,2.0,4.0,1.8,2.9,3 MB,5 GT/s DMI2,15.0,Yes,Yes,16 GB,"DDR3L 1333/1600, LPDDR3 1600/1866",2,25.6 GB/s,,,300 MHz,1.00 GHz,16 GB,eDP/DP/HDMI,,2560X1600@60Hz,3840x2160@60Hz,,11.2/12,,2,"4x1, 2x4",12,105°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,724.0,1528.4
5th Generation Intel® Core™ i5 Processors,Desktop,i5-5575R,Launched,16526.0,14.0,244.0,4.0,4.0,2.8,3.3,4 MB,5 GT/s DMI2,65.0,No,Yes,32 GB,DDR3L-1333/1600/1866 @ 1.5V,2,29.86 GB/s,No,,300 MHz,1.05 GHz,32 GB,eDP/DP/HDMI/DVI/VGA ,,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,11.2,,3,"Up to 1x16, 2x8, 1x8+2x4",16,,,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,854.4,2978.8
5th Generation Intel® Core™ i5 Processors,Desktop,i5-5675C,Launched,16526.0,14.0,276.0,4.0,4.0,3.1,3.6,4 MB,5 GT/s DMI2,65.0,No,Yes,32 GB,DDR3L-1333/1600 @ 1.5V,2,25.6 GB/s,No,,300 MHz,1.10 GHz,32 GB,eDP/DP/HDMI/DVI/VGA ,,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,11.2,,3,"Up to 1x16, 2x8, 1x8+2x4",16,,,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,935.0,3224.8
5th Generation Intel® Core™ i3 Processors,Mobile,i3-5005U,Launched,16436.0,14.0,275.0,2.0,4.0,2.0,,3 MB,5 GT/s DMI2,15.0,No,Yes,16 GB,DDR3L 1333/1600  LPDDR 1333 /1600,2,25.6 GB/s,,,300 MHz,850 MHz,16 GB,eDP/DP/HDMI,,2560x1600@60Hz,3840x2160@60Hz,,11.2/12,,2,4x1 2x4,12,105°C,Yes,Yes,Yes,64.0,SSE 4.1/4.2 AVX 2.0,Yes,Yes,Yes,Yes,403.6,837.2
5th Generation Intel® Core™ i5 Processors,Desktop,i5-5675R,Launched,16526.0,14.0,265.0,4.0,4.0,3.1,3.6,4 MB,5 GT/s DMI2,65.0,No,Yes,32 GB,DDR3L-1333/1600/1866 @ 1.5V,2,29.86 GB/s,No,,300 MHz,1.10 GHz,32 GB,eDP/DP/HDMI/DVI/VGA ,,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,11.2,,3,"Up to 1x16, 2x8, 1x8+2x4",16,,,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,937.2,3308.0
5th Generation Intel® Core™ i3 Processors,Mobile,i3-5010U,Launched,16436.0,14.0,281.0,2.0,4.0,2.1,,3 MB,5 GT/s DMI2,15.0,Yes,Yes,16 GB,DDR3L 1333/1600  LPDDR 1333 /1600,2,25.6 GB/s,,,300 MHz,900 MHz,16 GB,eDP/DP/HDMI,,2560x1600@60Hz,3840x2160@60Hz,,11.2/12,,2,4x1 2x4,12,105°C,Yes,Yes,Yes,64.0,SSE 4.1/4.2 AVX 2.0,Yes,Yes,Yes,Yes,500.2,1042.0
5th Generation Intel® Core™ i3 Processors,Mobile,i3-5015U,Launched,16436.0,14.0,275.0,2.0,4.0,2.1,,3 MB,5 GT/s DMI2,15.0,No,Yes,16 GB,DDR3L 1333/1600  LPDDR 1333 /1600,2,25.6 GB/s,,,300 MHz,850 MHz,16 GB,eDP/DP/HDMI,,2560x1600@60Hz,3840x2160@60Hz,,11.2/12,,2,4x1 2x4,12,105°C,Yes,Yes,Yes,64.0,SSE 4.1/4.2 AVX 2.0,Yes,Yes,Yes,Yes,489.4,1173.4
5th Generation Intel® Core™ i3 Processors,Mobile,i3-5020U,Launched,16436.0,14.0,281.0,2.0,4.0,2.2,,3 MB,5 GT/s DMI2,15.0,No,Yes,16 GB,DDR3L 1333/1600  LPDDR 1333 /1600,2,25.6 GB/s,,,300 MHz,900 MHz,16 GB,eDP/DP/HDMI,,2560x1600@60Hz,3840x2160@60Hz,,11.2/12,,2,4x1 2x4,12,105°C,Yes,Yes,Yes,64.0,SSE 4.1/4.2 AVX 2.0,Yes,Yes,Yes,Yes,536.2,1087.2
5th Generation Intel® Core™ i3 Processors,Mobile,i3-5157U,Launched,16436.0,14.0,315.0,2.0,4.0,2.5,,3 MB,5 GT/s DMI2,28.0,No,Yes,16 GB,"DDR3L 1333/1600, LPDDR3 1600/1866",2,25.6 GB/s,,,300 MHz,1.00 GHz,16 GB,eDP/DP/HDMI,,2560x1600@60Hz,3840x2160@60Hz,,11.2/12,,2,"4x1, 2x4",12,105°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,536.0,1249.8
5th Generation Intel® Core™ M Processors,Mobile,5Y10c,Launched,16344.0,14.0,281.0,2.0,4.0,0.8,2.0,4 MB,,4.5,No,Yes,16 GB,LPDDR3 1333/1600; DDR3L/DDR3L-RS 1600,2,25.6 GB/s,No,,300 MHz,800 MHz,16 GB,eDP/DP/HDMI,,2560x1600@60Hz,2560x1600@60Hz,,11.2/12,,2,"x1 (6), x2 (4), x4 (3)",12,95 C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,414.6,877.4
5th Generation Intel® Core™ M Processors,Mobile,5Y31,Launched,16344.0,14.0,281.0,2.0,4.0,0.9,2.4,4 MB,,4.5,No,Yes,16 GB,LPDDR3 1333/1600; DDR3L/DDR3L-RS 1600,2,25.6 GB/s,No,,300 MHz,850 MHz,16 GB,eDP/DP/HDMI,,2560x1600@60Hz,2560x1600@60Hz,,11.2/12,,2,"x1 (6), x2 (4), x4 (3)",12,95 C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,570.2,1114.0
5th Generation Intel® Core™ M Processors,Mobile,5Y51,Launched,16344.0,14.0,281.0,2.0,4.0,1.1,2.6,4 MB,,4.5,No,Yes,16 GB,LPDDR3 1333/1600; DDR3L/DDR3L-RS 1600,2,25.6 GB/s,No,,300 MHz,900 MHz,16 GB,eDP/DP/HDMI,,2560x1600@60Hz,2560x1600@60Hz,,11.2/12,,2,"x1 (6), x2 (4), x4 (3)",12,95 C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,635.0,1166.0
5th Generation Intel® Core™ M Processors,Mobile,5Y70,Launched,16252.0,14.0,,2.0,4.0,1.1,2.6,4 MB,5 GT/s,4.5,No,Yes,16 GB,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6 GB/s,No,,100 MHz,850 MHz,16 GB,eDP/DP/HDMI,,2560x1600@60Hz,2560x1600@60Hz,,11.2/12,,2,"4x1, 2x4",12,95°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,500.8,888.6
5th Generation Intel® Core™ M Processors,Mobile,5Y71,Launched,16344.0,14.0,281.0,2.0,4.0,1.2,2.9,4 MB,,4.5,No,Yes,16 GB,LPDDR3 1333/1600; DDR3L/DDR3L-RS 1600,2,25.6 GB/s,No,,300 MHz,900 MHz,16 GB,eDP/DP/HDMI,,2560x1600@60Hz,2560x1600@60Hz,,11.2/12,,2,"x1 (6), x2 (4), x4 (3)",12,95 C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,697.8,1238.2
4th Generation Intel® Core™ i7 Processors,Mobile,i7-4558U,Launched,15887.0,22.0,426.0,2.0,4.0,2.8,3.3,4 MB SmartCache,5 GT/s DMI2,28.0,No,Yes,16 GB,DDR3L 1333/1600,2,25.6 GB/s,No,,200 MHz,1.20 GHz,2 GB,eDP/DP/HDMI/VGA ,,3200x2000@60Hz,3200x2000@60Hz,,11.2/12,,2,"4x1, 2x4",12,100°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,685.2,1497.8
4th Generation Intel® Core™ i7 Processors,Mobile,i7-4550U,Launched,15887.0,22.0,426.0,2.0,4.0,1.5,3.0,4 MB SmartCache,5 GT/s DMI2,15.0,No,Yes,16 GB,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6 GB/s,No,,200 MHz,1.10 GHz,2 GB,eDP/DP/HDMI/VGA ,,3200x2000@60Hz,3200x2000@60Hz,,11.2/12,,2,"4x1, 2x4",12,100°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,722.8,1345.4
4th Generation Intel® Core™ i7 Processors,Mobile,i7-4510U,Launched,16161.0,22.0,393.0,2.0,4.0,2.0,3.1,4 MB SmartCache,5 GT/s DMI2,15.0,No,Yes,16 GB,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6 GB/s,No,,200 MHz,1.10 GHz,2 GB,eDP/DP/HDMI/VGA ,,3200x2000@60Hz,3200x2000@60Hz,,11.2/12,,2,"4x1, 2x4",12,100°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,565.2,1142.6
4th Generation Intel® Core™ i7 Processors,Mobile,i7-4500U,Launched,15887.0,22.0,393.0,2.0,4.0,1.8,3.0,4 MB SmartCache,5 GT/s DMI2,15.0,No,Yes,16 GB,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6 GB/s,No,,200 MHz,1.10 GHz,2 GB,eDP/DP/HDMI/VGA ,,3200x2000@60Hz,3200x2000@60Hz,,11.2/12,,2,"4x1, 2x4",12,100°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,579.6,1238.0
4th Generation Intel® Core™ i7 Processors,Mobile,i7-4650U,Launched,15887.0,22.0,426.0,2.0,4.0,1.7,3.3,4 MB SmartCache,5 GT/s DMI2,15.0,Yes,Yes,16 GB,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6 GB/s,No,,200 MHz,1.10 GHz,2 GB,eDP/DP/HDMI/VGA ,,3200x2000@60Hz,3200x2000@60Hz,,11.2/12,,2,"4x1, 2x4",12,100°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,621.6,1134.8
4th Generation Intel® Core™ i7 Processors,Mobile,i7-4610Y,Launched,15887.0,22.0,393.0,2.0,4.0,1.7,2.9,4 MB SmartCache,5 GT/s DMI2,11.5,No,Yes,16 GB,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6 GB/s,No,,200 MHz,850 MHz,2 GB,eDP/DP/HDMI/VGA ,,2560x1600@60Hz,2560x1600@60Hz,,11.2/12,,2,"4x1, 2x4",12,100°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,575.0,1324.0
4th Generation Intel® Core™ i7 Processors,Mobile,i7-4610M,Launched,16071.0,22.0,,2.0,4.0,3.0,3.7,4 MB SmartCache,5 GT/s DMI2,37.0,No,Yes,32 GB,DDR3L 1333/1600,2,25.6 GB/s,No,,400 MHz,1.30 GHz,2 GB,eDP/DP/HDMI/VGA ,,,30Hz at 4096x2160,,11.2/12,,3,1x16 or 2x8 or 1x8 2x4,16,100°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",,Yes,Yes,Yes,727.8,1587.0
4th Generation Intel® Core™ i7 Processors,Mobile,i7-4600U,Launched,15887.0,22.0,393.0,2.0,4.0,2.1,3.3,4 MB SmartCache,5 GT/s DMI2,15.0,No,Yes,16 GB,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6 GB/s,No,,200 MHz,1.10 GHz,2 GB,eDP/DP/HDMI/VGA ,,3200x2000@60Hz,3200x2000@60Hz,,11.2/12,,2,"4x1, 2x4",12,100°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,702.8,1412.8
4th Generation Intel® Core™ i7 Processors,Mobile,i7-4600M,Launched,15979.0,22.0,346.0,2.0,4.0,2.9,3.6,4 MB SmartCache,5 GT/s DMI2,37.0,No,Yes,32 GB,DDR3L 1333/1600,2,25.6 GB/s,No,,400 MHz,1.30 GHz,2 GB,eDP/DP/HDMI/VGA ,,3840x2160@60Hz,3840x2160@60Hz,,11.2/12,,3,1x16 or 2x8 or 1x8 2x4,16,100°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",,Yes,Yes,Yes,768.8,1731.0
4th Generation Intel® Core™ i7 Processors,Desktop,i7-4790T,End of Life,16161.0,22.0,303.0,4.0,8.0,2.7,3.9,8 MB SmartCache,5 GT/s DMI2,45.0,No,Yes,32 GB,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6 GB/s,No,,350 MHz,1.20 GHz,2 GB,eDP/DP/HDMI/DVI/VGA,,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,11.2/12,,Up to 3.0,"Up to 1x16, 2x8, 1x8+2x4",16,71.45°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,962.8,3496.8
4th Generation Intel® Core™ i7 Processors,Desktop,i7-4790S,Launched,16161.0,22.0,303.0,4.0,8.0,3.2,4.0,8 MB SmartCache,5 GT/s DMI2,65.0,Yes,Yes,32 GB,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6 GB/s,No,,350 MHz,1.20 GHz,2 GB,eDP/DP/HDMI/DVI/VGA,,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,11.2/12,,Up to 3.0,"Up to 1x16, 2x8, 1x8+2x4",16,71.35°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,931.2,3199.4
4th Generation Intel® Core™ i7 Processors,Desktop,i7-4790,End of Life,16161.0,22.0,303.0,4.0,8.0,3.6,4.0,8 MB SmartCache,5 GT/s DMI2,84.0,No,Yes,32 GB,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6 GB/s,No,,350 MHz,1.20 GHz,2 GB,eDP/DP/HDMI/DVI/VGA,,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,11.2/12,,Up to 3.0,"Up to 1x16, 2x8, 1x8+2x4",16,72.72°C ,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,773.8,3199.8
4th Generation Intel® Core™ i7 Processors,Desktop,i7-4785T,End of Life,16161.0,22.0,303.0,4.0,8.0,2.2,3.2,8 MB SmartCache,5 GT/s DMI2,35.0,No,Yes,32 GB,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6 GB/s,No,,350 MHz,1.20 GHz,2 GB,eDP/DP/HDMI/DVI/VGA,,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,11.2/12,,Up to 3.0,"Up to 1x16, 2x8, 1x8+2x4",16,66.35°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,745.2,2613.0
4th Generation Intel® Core™ i7 Processors,Desktop,i7-4771,End of Life,15887.0,22.0,314.0,4.0,8.0,3.5,3.9,8 MB SmartCache,5 GT/s DMI2,84.0,No,Yes,32 GB,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6 GB/s,No,,350 MHz,1.20 GHz,2 GB,eDP/DP/HDMI/DVI/VGA,,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,11.2/12,,Up to 3.0,"Up to 1x16, 2x8, 1x8+2x4",16,72°C ,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,922.6,3264.8
4th Generation Intel® Core™ i7 Processors,Desktop,i7-4770T,End of Life,15796.0,22.0,303.0,4.0,8.0,2.5,3.7,8 MB SmartCache,5 GT/s DMI2,45.0,No,Yes,32 GB,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6 GB/s,No,,350 MHz,1.20 GHz,2 GB,eDP/DP/HDMI/DVI/VGA,,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,11.2/12,,Up to 3.0,"Up to 1x16, 2x8, 1x8+2x4",16,71.45°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,819.2,2566.4
4th Generation Intel® Core™ i7 Processors,Desktop,i7-4770S,Launched,15796.0,22.0,303.0,4.0,8.0,3.1,3.9,8 MB SmartCache,5 GT/s DMI2,65.0,Yes,Yes,32 GB,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6 GB/s,No,,350 MHz,1.20 GHz,2 GB,eDP/DP/HDMI/DVI/VGA,,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,11.2/12,,Up to 3.0,"Up to 1x16, 2x8, 1x8+2x4",16,71.35°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,534.8,2059.6
4th Generation Intel® Core™ i7 Processors,Desktop,i7-4770R,End of Life,15796.0,22.0,358.0,4.0,8.0,3.2,3.9,6 MB SmartCache,5 GT/s DMI2,65.0,No,Yes,32 GB,DDR3 and DDR3L 1333/1600 at 1.5V,2,25.6 GB/s,No,,200 MHz,1.30 GHz,2 GB,eDP/DP/HDMI/VGA ,,3840x2160@60Hz ,3840x2160@60Hz ,,11.2/12,,3,"Up to 1x16, 2x8, 1x8/2x4",16,,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,935.6,3401.8
4th Generation Intel® Core™ i7 Processors,Desktop,i7-4770,End of Life,15796.0,22.0,303.0,4.0,8.0,3.4,3.9,8 MB SmartCache,5 GT/s DMI2,84.0,No,Yes,32 GB,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6 GB/s,No,,350 MHz,1.20 GHz,2 GB,eDP/DP/HDMI/DVI/VGA,,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,11.2/12,,Up to 3.0,"Up to 1x16, 2x8, 1x8+2x4",16,72.72°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,952.4,3704.6
4th Generation Intel® Core™ i7 Processors,Desktop,i7-4765T,End of Life,15796.0,22.0,303.0,4.0,8.0,2.0,3.0,8 MB SmartCache,5 GT/s DMI2,35.0,No,Yes,32 GB,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6 GB/s,No,,350 MHz,1.20 GHz,2 GB,eDP/DP/HDMI/DVI/VGA,,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,11.2/12,,Up to 3.0,"Up to 1x16, 2x8, 1x8+2x4",16,66.35°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,778.2,2785.0
4th Generation Intel® Core™ i7 Processors,Desktop,i7-4770K,End of Life,15796.0,22.0,339.0,4.0,8.0,3.5,3.9,8 MB SmartCache,5 GT/s DMI2,84.0,No,Yes,32 GB,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6 GB/s,No,,350 MHz,1.25 GHz,2 GB,eDP/DP/HDMI/DVI/VGA,,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,11.2/12,,Up to 3.0,"Up to 1x16, 2x8, 1x8+2x4",16,72.72°C ,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,1037.4,3876.6
4th Generation Intel® Core™ i7 Processors,Desktop,i7-4790K,End of Life,16161.0,22.0,339.0,4.0,8.0,4.0,4.4,8 MB SmartCache,5 GT/s DMI2,88.0,No,Yes,32 GB,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6 GB/s,No,,350 MHz,1.25 GHz,2 GB,eDP/DP/HDMI/DVI/VGA ,,3840x2160@24Hz,3840x2160@60Hz,3840x2160@60Hz,11.2/12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,74.04°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,1092.8,3881.6
4th Generation Intel® Core™ i7 Processors,Mobile,i7-4770HQ,Launched,16252.0,22.0,434.0,4.0,8.0,2.2,3.4,6 MB,5 GT/s DMI2,47.0,No,Yes,32 GB,DDR3L 1333/1600,2,25.6 GB/s,No,,200 MHz,1.20 GHz,2 GB,eDP/DP/HDMI/VGA ,,3840x2160@60Hz ,3840x2160@60Hz ,,11.2/12,,3,1x16 or 2x8 or 1x8 2x4,16,100 C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,662.4,2586.0
4th Generation Intel® Core™ i7 Processors,Mobile,i7-4760HQ,Launched,16161.0,22.0,434.0,4.0,8.0,2.1,3.3,6 MB SmartCache,5 GT/s DMI2,47.0,No,Yes,32 GB,DDR3L 1333/1600,2,25.6 GB/s,No,,200 MHz,1.20 GHz,2 GB,eDP/DP/HDMI/VGA ,,3840x2160@60Hz ,3840x2160@60Hz ,,11.2/12,,3,"1x16, 2x8, 1x8 2x4",16,100°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,829.4,3269.8
4th Generation Intel® Core™ i7 Processors,Mobile,i7-4750HQ,Launched,15887.0,22.0,434.0,4.0,8.0,2.0,3.2,6 MB SmartCache,5 GT/s DMI2,47.0,No,Yes,32 GB,DDR3L 1333/1600,2,25.6 GB/s,No,,200 MHz,1.20 GHz,2 GB,eDP/DP/HDMI/VGA ,,3840x2160@60Hz ,3840x2160@60Hz ,,11.2/12,,3,"1x16, 2x8, 1x8 2x4",16,100°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,774.2,3021.0
4th Generation Intel® Core™ i7 Processors,Mobile,i7-4722HQ,Launched,16436.0,22.0,378.0,4.0,8.0,2.4,3.4,6 MB,5 GT/s DMI2,37.0,No,Yes,32 GB,DDR3L 1333/1600,2,25.6 GB/s,No,,400 MHz,1.15 GHz,2 GB,eDP/DP/HDMI/VGA ,,3840x2160@60Hz ,3840x2160@60Hz ,,11.2/12,,3,"1x16, 2x8, 1x8 2x4",16,100°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,808.8,2822.4
4th Generation Intel® Core™ i7 Processors,Mobile,i7-4720HQ,Launched,16436.0,22.0,378.0,4.0,8.0,2.6,3.6,6 MB,5 GT/s DMI2,47.0,No,Yes,32 GB,DDR3L 1333/1600,2,25.6 GB/s,No,,400 MHz,1.20 GHz,2 GB,eDP/DP/HDMI/VGA ,,3840x2160@60Hz ,3840x2160@60Hz ,,11.2/12,,3,"1x16, 2x8, 1x8 2x4",16,100°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,813.8,2586.8
